system:index,AssemblageMode,latitude,longitude,x,.geo
5_11807,5,21.35434669,106.097997,0.061028901,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.09799699817019,21.354346692202725]}"
5_6744,5,13.05903386,99.6975006,0.062648196,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.69750059872668,13.059033864048049]}"
5_8108,5,21.78095662,94.53236738,0.065101378,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.53236737802207,21.780956620631585]}"
5_9057,5,15.66369903,100.448582,0.065521579,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.4485820077898,15.663699030355671]}"
5_2967,5,20.93366564,94.66037731,0.067578551,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.66037730601094,20.933665644649054]}"
5_1614,5,16.80581708,104.8111604,0.074899587,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.8111603536505,16.80581708258658]}"
5_2194,5,21.19777034,99.06364933,0.076369538,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.06364933424284,21.197770338180504]}"
5_11906,5,16.63953892,101.8062957,0.077840144,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.80629572822754,16.639538923495856]}"
6_146,6,21.68878947,95.11070276,5.14E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.11070275794653,21.688789472480813]}"
6_14380,6,17.62400264,95.49796648,6.89E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.49796647693601,17.624002643363603]}"
6_6803,6,21.23415211,92.30580311,8.58E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[92.30580311477145,21.23415210718739]}"
6_12979,6,14.88243423,102.4102331,9.70E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.41023309374977,14.882434227756002]}"
6_11980,6,17.55878495,103.8857159,0.001878324,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.88571594793727,17.55878495373645]}"
6_3255,6,10.32177736,104.9879488,0.001880816,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.98794880156775,10.321777361804227]}"
6_1601,6,21.463492,94.57225258,0.001945751,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.57225257663755,21.463491999223372]}"
6_9101,6,13.19027773,106.0947631,0.002582904,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.09476306314731,13.190277727058065]}"
6_13731,6,12.40712646,103.4677298,0.002601306,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.46772984623045,12.407126462361742]}"
6_382,6,7.581286925,99.29514518,0.003182037,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.29514518296376,7.581286924537576]}"
6_5257,6,16.88208405,102.9241593,0.003315877,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.92415926780193,16.882084050208412]}"
6_6745,6,18.86125228,96.33878958,0.003430235,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.33878958288396,18.861252284182875]}"
6_8900,6,23.02063171,95.47452045,0.004278705,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.47452044802016,23.020631712717986]}"
6_12418,6,11.98455895,104.4163508,0.004529576,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.4163507862743,11.98455895271142]}"
6_4503,6,20.18393171,95.62974933,0.004887607,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.62974932911824,20.183931708522017]}"
6_8869,6,18.33519885,105.5827234,0.005206074,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.58272335119183,18.335198853801863]}"
6_446,6,9.657203715,106.2551123,0.005440561,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.25511234136495,9.657203714611821]}"
6_11135,6,13.10996834,101.1740614,0.005549625,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.17406143125514,13.109968340657685]}"
6_12689,6,16.49077791,95.70386034,0.005782024,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.70386034005917,16.490777912445488]}"
6_2527,6,17.2876734,102.2129631,0.006129141,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.21296305735429,17.287673400988858]}"
6_7791,6,12.9477326,106.2642752,0.006645852,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.2642751572631,12.947732600345509]}"
6_12589,6,12.41062989,105.9096203,0.006711974,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.90962028308762,12.410629891969815]}"
6_4889,6,10.97988314,105.7651712,0.006865544,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.76517118539913,10.979883138950964]}"
6_12873,6,11.25395913,104.2109959,0.008343563,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.21099591232162,11.253959132136156]}"
6_3416,6,17.42457665,102.2267073,0.008447615,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.22670728120151,17.424576650288834]}"
6_9470,6,16.77239975,101.4537968,0.008674625,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.45379681073398,16.772399754017293]}"
6_8956,6,17.18634344,100.8840853,0.009191024,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.8840852575372,17.186343436940057]}"
6_3174,6,13.99552755,107.3489909,0.009676948,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.348990862853,13.995527547743754]}"
6_4621,6,17.32728911,102.83846,0.009724918,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.83845998969569,17.327289105018572]}"
6_5042,6,25.2609402,97.42700872,0.010341393,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.42700871808198,25.260940199786305]}"
6_6572,6,15.8690539,105.1900697,0.011284379,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.19006974049755,15.869053904305636]}"
6_8468,6,16.99554127,100.5687766,0.011494135,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.56877659280671,16.995541270592845]}"
6_8507,6,13.56379722,104.58209,0.011684319,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.58208995619673,13.563797222195403]}"
6_1623,6,13.33742177,102.737669,0.011932714,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.73766901481603,13.337421770597016]}"
6_11186,6,13.38646979,106.5674566,0.012002473,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.56745656565779,13.38646978511]}"
6_10680,6,16.85890752,99.36763923,0.012738203,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.36763922639325,16.8589075158781]}"
6_5926,6,12.88143693,101.3344107,0.01276251,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.33441070947278,12.88143693237741]}"
6_4403,6,15.50658369,100.7981165,0.01288495,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.79811648484572,15.506583687162982]}"
6_7323,6,14.47738387,103.7800741,0.013009185,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.7800740705233,14.477383866146033]}"
6_1333,6,17.30923297,103.4803961,0.013598818,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.48039609173672,17.309232967807752]}"
6_8089,6,16.22505625,104.0509161,0.013697838,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.05091612868922,16.22505625140262]}"
6_11951,6,15.56721997,101.0145206,0.013814695,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.01452063679322,15.56721996884112]}"
6_5358,6,14.81506058,100.2831123,0.014074601,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.2831123324526,14.815060581446959]}"
6_3853,6,13.47351654,104.0422923,0.014167866,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.04229230196155,13.473516536141284]}"
6_5580,6,18.36457376,100.4442701,0.014751596,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.44427009442596,18.36457376359261]}"
6_10105,6,16.35387466,103.4456313,0.014845088,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.4456312902408,16.35387466314551]}"
6_2242,6,18.0244716,106.2683176,0.014845779,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.2683175760417,18.024471597024558]}"
6_1286,6,17.72910553,103.3432233,0.015281172,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.3432233478497,17.72910553160571]}"
6_2319,6,22.90016763,95.5863607,0.015875385,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.58636070089464,22.90016763311742]}"
6_6329,6,13.01375877,104.5993376,0.015967158,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.59933760965207,13.013758773728371]}"
7_1203,7,20.78301817,98.05870403,0.005676721,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.0587040258839,20.783018171502036]}"
7_772,7,17.93311293,99.86431775,0.007866707,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.86431774699007,17.93311293262949]}"
7_9642,7,25.51830753,96.33043525,0.010365543,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.33043525074153,25.518307528686847]}"
7_9700,7,17.54773568,98.73378796,0.026490645,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.73378796190941,17.547735675741762]}"
7_2410,7,20.93474362,98.08376702,0.04068305,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.08376702231119,20.93474362299]}"
7_3820,7,15.21606852,101.0872842,0.046216033,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.08728417480795,15.216068524278386]}"
7_6699,7,13.83302231,105.3331714,0.04818995,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.33317136525984,13.83302231284634]}"
7_9763,7,12.92913747,106.9593017,0.059525228,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.95930169259636,12.929137473964213]}"
7_5503,7,18.30393748,97.9506367,0.064900327,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.95063669720277,18.303937481914467]}"
7_2943,7,17.22029975,98.20342262,0.082408655,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.20342261815763,17.220299754679814]}"
7_2694,7,19.83924813,101.3877706,0.084574334,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.38777063735024,19.839248134004954]}"
7_2638,7,18.08429939,98.76612731,0.089569047,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.76612731213818,18.08429939494699]}"
